Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,Noise_Level,coop_rate,first_move_c,provocability,retaliation_rate,forgiveness_rate
0,Grudger,2.2726685611,0.2813949883750968,81.0,0.7308843537414966,0.1210918797898906,0.1603031085852062,0.2968983036252475,0.4217067079996556,0.328474981009,0.264821321367,0.275551792915,0.266154388661,12046,0.2813949883750968,0.7308843537414966,0.7091163438378395,0.7342127783954518,0.275551792915
1,Forgiver,2.2659519504,0.281532765004736,81.0,0.7348299319727891,0.1210023249806251,0.1605304400241109,0.2958184792904504,0.4226487557048136,0.329878145913,0.26498900472,0.27615566527,0.265293284354,12046,0.281532765004736,0.7348299319727891,0.708248795843937,0.7347904740240322,0.27615566527
2,"Omega TFT: 3, 8",2.26220614828,0.3266218892620339,76.0,0.7349659863945578,0.1516765693619219,0.174945319900112,0.2825350899853612,0.3908430207526048,0.469172411252,0.274840669216,0.339218984549,0.269527722333,12046,0.3266218892620339,0.7349659863945578,0.61538635707456,0.7288294810144809,0.339218984549
3,Meta Winner Long Memory: 95 players,2.26168948592,0.2703728580039611,81.0,0.7304761904761905,0.1121501765263067,0.1582226814776543,0.2978007405493844,0.4318264014466547,0.263980994547,0.263535550904,0.264569361043,0.265684062727,12046,0.2703728580039611,0.7304761904761905,0.7355915982417339,0.7348920644320097,0.264569361043
4,NMWE Deterministic: 126 players,2.26013949884,0.2874106604667183,79.0,0.7374149659863946,0.1233514165159734,0.1640592439507449,0.293820718160682,0.4187686213725996,0.328616023864,0.278263321509,0.27803625173,0.273108090417,12046,0.2874106604667183,0.7374149659863946,0.7070080836386126,0.7254407721792047,0.27803625173
5,MEM2,2.26001033325,0.2838301903039696,80.0,0.736734693877551,0.1212744338241625,0.1625557564798071,0.2946456557306466,0.4215241539653837,0.330448560719,0.274504179181,0.277494185837,0.2661463995,12046,0.2838301903039696,0.736734693877551,0.7070653197180192,0.73152754001711,0.277494185837
6,Retaliate 2: 0.08,2.25910617412,0.2870283303194695,80.0,0.7293877551020408,0.1242538534401102,0.1627744768793592,0.2933143890467579,0.4196572806337726,0.346665090679,0.266249567263,0.278944825083,0.27079240426,12046,0.2870283303194695,0.7293877551020408,0.700903968239554,0.7304772001291772,0.278944825083
7,Evolved ANN,2.25884784293,0.3171376905192457,76.0,0.7338775510204082,0.1437905795229484,0.1733471109962972,0.2860673383277362,0.3967949711530182,0.418135859076,0.33036687939,0.303660473652,0.273543394997,12046,0.3171376905192457,0.7338775510204082,0.6580466827648614,0.70917988194629,0.303660473652
8,Aggravater,2.25858951175,0.2681184879014897,82.0,0.2684353741496598,0.1103022474812709,0.1578162404202187,0.2989856195642815,0.4328958925342288,0.279643118934,0.265976067971,0.269774639363,0.264943856515,12046,0.2681184879014897,0.2684353741496598,0.7275658254698282,0.7347803750993231,0.269774639363
9,"EugineNier: ('D',)",2.2579436838,0.3073572720227331,78.0,0.7312925170068028,0.1385791785068458,0.1687780935158873,0.2881735985533453,0.4044691294239215,0.418215718072,0.26429411587,0.319311743756,0.264824889197,12046,0.3073572720227331,0.7312925170068028,0.6485712267868249,0.7353313835360117,0.319311743756
10,Defector,2.25781451821,0.2657246189615087,82.0,0.2688435374149659,0.1085077068802203,0.1572169120812881,0.2999879445449065,0.4342874364935849,0.262112667303,0.26365721431,0.266908125869,0.266941077596,12046,0.2657246189615087,0.2688435374149659,0.7343656801326564,0.7339317458190197,0.266908125869
11,Nice Meta Winner Ensemble: 173 players,2.25342288814,0.2884215964866959,78.0,0.7394557823129252,0.123440971325239,0.1649806251614569,0.2928666150004304,0.4187117885128736,0.331675732965,0.275377272207,0.278351397769,0.27508341014,12046,0.2884215964866959,0.7394557823129252,0.7058371975194904,0.7248335297646672,0.278351397769
12,CollectiveStrategy,2.24967708602,0.2738276069921639,80.0,0.7368707482993198,0.1138241625764229,0.1600034444157409,0.2963110307414104,0.4298613622664256,0.274979085574,0.268209262855,0.266560337184,0.266782629562,12046,0.2738276069921639,0.7368707482993198,0.7311032210742381,0.7328303898312368,0.266560337184
13,Revised Downing: True,2.24580211832,0.3053061224489796,76.0,0.7424489795918368,0.1337966072504951,0.1715095151984845,0.2875897700852494,0.4071041074657711,0.371310593227,0.297225668998,0.276088020185,0.296081190967,12046,0.3053061224489796,0.7424489795918368,0.693677359305351,0.7035795690556412,0.276088020185
14,Level Punisher,2.24502712477,0.3351330405579953,73.0,0.7348299319727891,0.1544424352019288,0.1806906053560664,0.2790217859295616,0.3858451735124429,0.445976439384,0.37256195458,0.303746441187,0.284292505481,12046,0.3351330405579953,0.7348299319727891,0.6455772948690672,0.6875548856511203,0.303746441187
15,Evolved ANN 5 Noise 05,2.24502712477,0.3502678033238612,70.0,0.7310204081632653,0.1653887884267631,0.184879014897098,0.2752742616033753,0.3744579350727633,0.456338918728,0.381592367619,0.32326602926,0.295397149885,12046,0.3502678033238612,0.7310204081632653,0.6267893158385831,0.6761125332418497,0.32326602926
