Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,Noise_Level,coop_rate,first_move_c,provocability,retaliation_rate,forgiveness_rate
80,ThueMorse,2.16580074222,0.499333490548474,42.0,0.370142362447095,0.2376695751467686,0.2616639154017054,0.2377564571981778,0.2629100522533481,0.488854824833,0.491284440435,0.509118607854,0.510921999309,10085,0.499333490548474,0.370142362447095,0.5010114320971423,0.4988734554042259,0.509118607854
4,CollectiveStrategy,2.2951755638,0.3716913453065075,93.0,0.6287033474413236,0.1705966314587497,0.2010947138477578,0.28861224540456,0.3396964092889324,0.371996711475,0.369709585621,0.370586482328,0.368775032231,10085,0.3716913453065075,0.6287033474413236,0.628889615904886,0.6308774514387625,0.370586482328
40,Fortress3,2.22831858407,0.4359865456937531,69.0,0.3801462100808003,0.203480246745026,0.2325062989487271,0.2635231913018653,0.3004902630043814,0.467634100033,0.426230035081,0.413082666538,0.443135718272,10085,0.4359865456937531,0.3801462100808003,0.5631484738701292,0.5642389593723277,0.413082666538
69,Raider,2.17567799029,0.4890267969069989,47.0,0.3724509426702578,0.2337251300127841,0.2553016668942149,0.2418175725154835,0.2691556305775174,0.614839520126,0.378669184052,0.611628488684,0.377712637789,10085,0.4890267969069989,0.3724509426702578,0.3867933171028064,0.6218217230510864,0.611628488684
10,Meta Winner Ensemble: 173 players,2.29163574079,0.3723789546848043,94.0,0.6090804155444401,0.171070759225012,0.2013081954597922,0.2879072596159812,0.3397137856992144,0.366347420738,0.372444209643,0.370689095473,0.372838003007,10085,0.3723789546848043,0.6090804155444401,0.6309291379994876,0.6273085230755837,0.370689095473
45,Hard Prober,2.2064516129,0.4630862987004927,53.0,0.3628318584070796,0.2196800258163809,0.2434062728841116,0.252476759051248,0.2844369422482593,0.578365155961,0.373729658201,0.553468509112,0.374089240069,10085,0.4630862987004927,0.3628318584070796,0.4349478470692143,0.6260765752333044,0.553468509112
70,Slow Tit For Two Tats 2,2.1745361119,0.4952127989673447,45.0,0.6475567525971527,0.2405242711216472,0.2546885278456976,0.2365723789546848,0.2682148220779703,0.627995574234,0.505205261503,0.483613558274,0.372928476081,10085,0.4952127989673447,0.6475567525971527,0.44359746040262055,0.5626439776961497,0.483613558274
66,Forgiving Tit For Tat,2.18053097345,0.4958160086385582,44.0,0.6344747979992305,0.2392160756618551,0.2565999329767032,0.2394047338306296,0.2647792575308121,0.631567113427,0.370273552922,0.630507426708,0.369820056495,10085,0.4958160086385582,0.6344747979992305,0.36896293878108316,0.6299567524860793,0.630507426708
47,Hard Go By Majority: 40,2.20525264059,0.4685697973165857,61.0,0.3485956136975759,0.2295076270029416,0.2390621703136441,0.2457198177959265,0.2857103848874877,0.511391910324,0.472665367201,0.467254970239,0.432474229131,10085,0.4685697973165857,0.3485956136975759,0.5114294165889396,0.5492165422343073,0.467254970239
11,Davis: 10,2.2904938624,0.385669426206109,91.0,0.6156213928434013,0.1802777743300773,0.2053916518760317,0.2842309076692028,0.330099666124688,0.399074086211,0.390656338314,0.37898871809,0.376476859284,10085,0.385669426206109,0.6156213928434013,0.6132160660146386,0.6180844967589203,0.37898871809
98,Sneaky Tit For Tat,2.11430202683,0.5587906018443818,20.0,0.6244709503655252,0.2723255842817957,0.2864650175625859,0.2133177773088904,0.2278916208467277,0.626508069536,0.49420130687,0.62806573106,0.492481230499,10085,0.5587906018443818,0.6244709503655252,0.37280773106917886,0.5065607927373456,0.62806573106
36,"ZD-Extort-4: 0.23529411764705882, 0.25, 1",2.23077362261,0.4386426541225533,72.0,0.642170065409773,0.2075959736375033,0.23104668048505,0.2621802430215096,0.299177102855937,0.53979956821,0.368539687615,0.493971889263,0.369218301963,10085,0.4386426541225533,0.642170065409773,0.4857766776222945,0.6310774063725388,0.493971889263
83,ALLCorALLD,2.16408792464,0.5005126041033152,42.0,0.5255867641400539,0.2424505703186088,0.2580620337847062,0.2340552818081396,0.2654321140885453,0.632437559235,0.630303916201,0.36899929635,0.369314016768,10085,0.5005126041033152,0.5255867641400539,0.4969608869402096,0.5020282236016991,0.36899929635
112,Fool Me Forever,2.0290037111,0.6275862924946319,7.0,0.3697575990765679,0.308575258474103,0.319011034020529,0.1831051645173702,0.1893085429879978,0.627910962912,0.630467384192,0.626918540417,0.632348595877,10085,0.6275862924946319,0.3697575990765679,0.37245862203732966,0.36883201433749363,0.626918540417
18,Shubik,2.28181558664,0.3907905025506088,92.0,0.6375529049634475,0.1829462944805074,0.2078442080701014,0.2808598840745199,0.3283496133748713,0.423850926299,0.367465993998,0.404222149561,0.369021322949,10085,0.3907905025506088,0.6375529049634475,0.5880353663250757,0.6315815674633475,0.404222149561
0,Nice Meta Winner: 173 players,2.30065658007,0.372547754098971,95.0,0.6206233166602539,0.172557683476275,0.199990070622696,0.2885601161737145,0.3388921297273144,0.376661060074,0.370804611819,0.370576699257,0.368940256823,10085,0.372547754098971,0.6206233166602539,0.6271464352461307,0.6303678433757565,0.370576699257
72,DoubleResurrection,2.17373679703,0.4953319514949919,44.0,0.6183147364370912,0.2376770221797465,0.2576549293152453,0.2391217465774677,0.2655463019275403,0.614898089995,0.370936449513,0.631914186044,0.383296232862,10085,0.4953319514949919,0.6183147364370912,0.3765680821644363,0.6227904483516009,0.631914186044
26,Hard Tit For Tat,2.26799885812,0.4022862391242289,87.0,0.6410157752981916,0.1884570988841862,0.2138291402400427,0.2762253472179126,0.3214884136578585,0.449210710087,0.371174890694,0.422361363045,0.369403673445,10085,0.4022862391242289,0.6410157752981916,0.5667495876850857,0.6298888252620305,0.422361363045
81,Meta Majority Memory One: 30 players,2.16477305167,0.506686194442031,38.0,0.6456329357445171,0.2447889386736833,0.2618972557683475,0.2340875522843774,0.2592262532735916,0.61934159288,0.405647951921,0.612840123534,0.403075644873,10085,0.506686194442031,0.6456329357445171,0.3838364980770488,0.5956316094627269,0.612840123534
53,"ZD-Extort-2: 0.1111111111111111, 0.5",2.18875249786,0.4774292842160136,53.0,0.6256252404771065,0.2287405826062133,0.2486887016098003,0.2446499273914284,0.2779207883925578,0.60299238051,0.499560960605,0.457919741704,0.368329445513,10085,0.4774292842160136,0.6256252404771065,0.4719816838212592,0.5696971268938699,0.457919741704
103,Nydegger,2.10282614902,0.5689607665479278,21.0,0.6429395921508272,0.2772207672926313,0.2917399992552966,0.2095446139333986,0.2214946195186734,0.597556663454,0.579193453119,0.522122700201,0.561603370798,10085,0.5689607665479278,0.6429395921508272,0.4349164361479131,0.428397828623255,0.522122700201
91,Hard Tit For 2 Tats,2.1434770197,0.5268974419441721,27.0,0.6294728741823779,0.2575233650659682,0.2693740768782037,0.2238007173975103,0.2493018406583176,0.583098721721,0.502557657754,0.536977785069,0.48414013918,10085,0.5268974419441721,0.6294728741823779,0.4383460783333292,0.5062947318126192,0.536977785069
12,Evolved ANN,2.28940907793,0.3822661321351884,90.0,0.6129280492497114,0.1778078417257258,0.2044582904094626,0.2846380121386637,0.3330958557261478,0.393148854433,0.381473325245,0.382654792818,0.372962651233,10085,0.3822661321351884,0.6129280492497114,0.6133102992438977,0.6238003206997162,0.382654792818
31,TF2,2.24339137882,0.4197942136553761,79.0,0.6263947672181608,0.1968350109843737,0.2229592026710024,0.2679665876453724,0.3122391986992515,0.462578675449,0.380679388305,0.457211709483,0.383048899161,10085,0.4197942136553761,0.6263947672181608,0.5405154781859222,0.6179382193539684,0.457211709483
67,Suspicious Tit For Tat,2.17721952612,0.4926783254105177,44.0,0.3636013851481339,0.2370266479663395,0.2556516774441781,0.2396008390323821,0.2677208355571001,0.627347304954,0.370723007602,0.631986230716,0.368233802588,10085,0.4926783254105177,0.3636013851481339,0.37032070510605114,0.6305502958857959,0.631986230716
111,Cooperator Hunter,2.02968883814,0.6309746924995966,8.0,0.6263947672181608,0.3114249897603295,0.3195497027392671,0.1820749916220878,0.1869503158783155,0.631701084845,0.630545603643,0.62953218577,0.63216863883,10085,0.6309746924995966,0.6263947672181608,0.3690991224413378,0.3688553303555427,0.62953218577
108,$\pi$,2.03477019697,0.6267472601124502,7.0,0.6225471335128896,0.308696893346076,0.3180503667663742,0.1835867393166105,0.1896660005709391,0.625548503766,0.628340508176,0.624559412513,0.628364657539,10085,0.6267472601124502,0.6225471335128896,0.3748203568378813,0.37165047042269966,0.624559412513
22,"Limited Retaliate 3: 0.05, 20",2.27873251499,0.3870322332410729,88.0,0.6494805694497884,0.1797018704464495,0.2073303627946232,0.2819471508892998,0.3310206158696274,0.390272665085,0.38226037325,0.384170847076,0.385894233317,10085,0.3870322332410729,0.6494805694497884,0.613453954323625,0.6155052431507596,0.384170847076
44,PSO Gambler 1_1_1,2.20884955752,0.4567488736362621,59.0,0.6367833782223933,0.2187019821519443,0.2380468914843178,0.2526331467437848,0.290617979619953,0.628787141782,0.452907840129,0.371006940964,0.400235991285,10085,0.4567488736362621,0.6367833782223933,0.5093816882253706,0.5760469611649028,0.371006940964
107,$\phi$,2.04613188695,0.6146855490325063,13.0,0.6248557137360523,0.2998696769228859,0.3148158721096203,0.1901649517804615,0.1951494991870322,0.60550278758,0.624151515728,0.606260515194,0.624994001505,10085,0.6146855490325063,0.6248557137360523,0.39420316537365085,0.37552608850415464,0.606260515194
78,Alternator,2.16814159292,0.5005746627114647,42.0,0.6379376683339746,0.2339460586577963,0.2666286040536684,0.2411200337598827,0.2583053035286524,0.367351659213,0.372097128916,0.62918811478,0.629887315788,10085,0.5005746627114647,0.6379376683339746,0.4997531162834261,0.5010515256005927,0.62918811478
15,Adaptive,2.28632600628,0.3911752659211359,87.0,0.6387071950750288,0.1827899067879705,0.2083853591331653,0.2821358090580745,0.3266889250207895,0.406077908614,0.39592167644,0.380394137761,0.384174751508,10085,0.3911752659211359,0.6387071950750288,0.6095080467812332,0.6112503936668691,0.380394137761
