Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,Noise_Level,coop_rate,first_move_c,provocability,retaliation_rate,forgiveness_rate
0,EasyGo,3.38888888889,0.1892471223866572,34.0,0.8134920634920635,0.1246728078123426,0.0645743145743145,0.5493892412497066,0.2613636363636363,0.211070632758,0.176348006319,0.179611505389,0.177339971471,14231,0.1892471223866572,0.8134920634920635,0.8145698941633457,0.8228565551058766,0.179611505389
1,Fool Me Forever,3.38404392765,0.1887101916171683,35.0,0.8225108225108225,0.1237835162253767,0.0649266753917916,0.5508616060941641,0.2604282022886675,0.213744603155,0.172906559808,0.179765956214,0.175200603252,14231,0.1887101916171683,0.8225108225108225,0.8139996603215843,0.8252571879914729,0.179765956214
2,Tricky Cooperator,3.35723514212,0.2234429007684821,35.0,0.1818181818181818,0.1577947246551897,0.0656481761132923,0.5259362730292964,0.2506208262022215,0.344013442503,0.179268814429,0.202763802583,0.176737639778,14231,0.2234429007684821,0.1818181818181818,0.7646379268774123,0.8227369625445615,0.202763802583
3,Cycler CCCCCD,3.20251937984,0.2835288096916004,33.0,0.1782106782106782,0.1905349172791033,0.092993892412497,0.4772769220443639,0.2391942682640356,0.245846499299,0.237951870881,0.30890927576,0.289352656032,14231,0.2835288096916004,0.1782106782106782,0.7090833086610245,0.7250366559606826,0.30890927576
4,Pun1,3.08914728682,0.3022752441357093,31.0,0.8282828282828283,0.177745058559012,0.1245301855766972,0.4639333534682372,0.2337914023960535,0.177379389008,0.367610404858,0.177303941709,0.58185932273,14231,0.3022752441357093,0.8282828282828283,0.822675159372901,0.49260020858976994,0.177303941709
5,Soft Go By Majority: 20,2.86531007752,0.386275546159267,25.0,0.1702741702741702,0.1759538910701701,0.2103216550890969,0.4322670223833014,0.1814574314574314,0.429664530587,0.61071624741,0.250399614287,0.379797412785,14231,0.386275546159267,0.1702741702741702,0.6977403479246639,0.49623672697042176,0.250399614287
6,Soft Go By Majority: 40,2.85981912145,0.390529044598812,25.0,0.1637806637806637,0.177539514748817,0.2129895298499949,0.4314070941977919,0.1780638612033961,0.440346528003,0.617715835889,0.257406471619,0.381880876401,14231,0.390529044598812,0.1637806637806637,0.6892570151935453,0.4896702255898693,0.257406471619
7,Contrite Tit For Tat,2.81298449612,0.409342595389107,26.0,0.1767676767676767,0.2125700526863317,0.1967725427027752,0.3935366958622772,0.1971207087486157,0.177801394961,0.647657789061,0.178759475777,0.824920216264,14231,0.409342595389107,0.1767676767676767,0.8215765364684049,0.26363265535254854,0.178759475777
8,Forgiving Tit For Tat,2.74935400517,0.4318265713614551,25.0,0.1915584415584415,0.2219411725225678,0.2098853988388872,0.3794254840766469,0.1887479445618981,0.178128680732,0.822746171663,0.177953839924,0.822225101222,14231,0.4318265713614551,0.1915584415584415,0.8219816330964836,0.1775005487289062,0.177953839924
9,Meta Majority Finite Memory: 78 players,2.68281653747,0.4522802778616732,23.0,0.1731601731601731,0.219009027148562,0.2332712507131112,0.3705954897815362,0.1771242323567904,0.270724232693,0.802123355968,0.210301576711,0.775228447023,14231,0.4522802778616732,0.1731601731601731,0.7672543837262589,0.20948432564085803,0.210301576711
