Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,Noise_Level,coop_rate,first_move_c,provocability,retaliation_rate,forgiveness_rate
0,Alternator Hunter,3.6393442623,0.0941764246682279,57.0,0.0786885245901639,0.0615768930523028,0.032599531615925,0.6348834615813539,0.2709401137504183,0.14500273254,0.189782859242,0.0799021459747,0.0804645399716,15354,0.0941764246682279,0.0786885245901639,0.9143420463473708,0.9077948980963528,0.0799021459747
1,Worse and Worse,3.61224489796,0.0984186461469833,58.0,0.0769398907103825,0.0688167726106836,0.0296018735362997,0.6231783205085313,0.2784030333444853,0.101405257973,0.0972035690963,0.0981425763648,0.0966447345818,15354,0.0984186461469833,0.0769398907103825,0.9015329600363029,0.903301556700396,0.0981425763648
2,$\phi$,3.49983271997,0.153224043715847,54.0,0.0762841530054644,0.1065729898516783,0.0466510538641685,0.5821701795472288,0.2646057767369242,0.338609596077,0.354415048766,0.119759645338,0.0877041296766,15354,0.153224043715847,0.0762841530054644,0.8463765072724091,0.8723213405160603,0.119759645338
3,Tricky Cooperator,3.33355637337,0.193830712612914,58.0,0.0686338797814207,0.1519125683060108,0.041918144306903,0.5171718523474963,0.2889974350395896,0.534682130795,0.0745064068652,0.127259601671,0.0764560068778,15354,0.193830712612914,0.0686338797814207,0.780236969950701,0.9237909552471936,0.127259601671
4,Slow Tit For Two Tats,3.26898628304,0.2479045388647262,48.0,0.0747540983606557,0.0886584141853462,0.1592461246793799,0.564251143080183,0.1878443180550909,0.0790174522281,0.666695478259,0.0745773333694,0.31272520939,15354,0.2479045388647262,0.0747540983606557,0.9248197440781173,0.5248721812928976,0.0745773333694
5,Sneaky Tit For Tat,3.2606222817,0.1837448421991747,52.0,0.0758469945355191,0.0961034905765585,0.0876413516226162,0.5379547228727557,0.2783004349280695,0.168499991727,0.374151134479,0.0866388005759,0.314437670468,15354,0.1837448421991747,0.0758469945355191,0.9009535907132563,0.6712612333239897,0.0866388005759
6,"Limited Retaliate 2: 0.08, 15",3.12780194045,0.3318969555035129,40.0,0.0740983606557377,0.1541875766700122,0.1777093788335005,0.4953540760566522,0.1727489684398349,0.567904066893,0.841682472628,0.138828104759,0.173463934361,15354,0.3318969555035129,0.0740983606557377,0.7593182534751876,0.4876977920342861,0.138828104759
7,Opposite Grudger,3.10839745734,0.192764581242333,52.0,0.921311475409836,0.0635307237649158,0.1292338574774172,0.5308397457343593,0.2763956730233077,0.0817016517454,0.673918699685,0.0783322359751,0.119939574173,15354,0.192764581242333,0.921311475409836,0.9213076158790267,0.7035622816620398,0.0783322359751
8,Retaliate 2: 0.08,3.09902977584,0.3468807851009256,40.0,0.0716939890710382,0.1564447418311586,0.1904360432697669,0.4885468941675031,0.1645723207315713,0.604566975389,0.887942633973,0.127311791026,0.146439634637,15354,0.3468807851009256,0.0716939890710382,0.7569284689431905,0.45579819527035353,0.127311791026
9,"Limited Retaliate: 0.1, 20",3.08732017397,0.3323742611798818,39.0,0.0769398907103825,0.147416081186573,0.1849581799933088,0.4936946581911453,0.1739310806289729,0.574325289123,0.854560719523,0.135250283608,0.16915801048,15354,0.3323742611798818,0.0769398907103825,0.7637894412251545,0.47761091928048544,0.135250283608
10,GTFT: 0.33,3.0525259284,0.2885201293632207,48.0,0.0706010928961748,0.1312010705921713,0.1573190587710494,0.4870614475298316,0.2244184231069476,0.0773405847177,0.636570103399,0.0776464273685,0.642541445241,15354,0.2885201293632207,0.0706010928961748,0.9224184752934622,0.3599194236093998,0.0776464273685
11,"Limited Retaliate 3: 0.05, 20",2.99531615925,0.3656919817107171,38.0,0.0817486338797814,0.1650808520129363,0.2006111296977807,0.4675722092115534,0.1667358090777294,0.624741918939,0.872860692883,0.141624073902,0.182982793204,15354,0.3656919817107171,0.0817486338797814,0.7323139335629444,0.4402693148182953,0.141624073902
12,Tullock: 11,2.95951823352,0.3737348053975688,44.0,0.0885245901639344,0.1820586595293855,0.1916761458681833,0.4473960075833612,0.1788691870190699,0.422958361289,0.586855321857,0.257425344161,0.319974360304,15354,0.3737348053975688,0.0885245901639344,0.6946971504669087,0.5419731274231256,0.257425344161
13,Eatherley,2.95048511208,0.3182825917252146,44.0,0.0765027322404371,0.1130723764915802,0.2052102152336343,0.4788223486115758,0.2028950596632095,0.0770247179628,0.695285556069,0.0770914487266,0.552170134444,15354,0.3182825917252146,0.0765027322404371,0.9229212991586707,0.37586621234827794,0.0770914487266
14,VeryBad,2.91870190699,0.361869075499052,40.0,0.0810928961748633,0.1259105609456897,0.2359585145533623,0.4783316605330657,0.1597992639678822,0.413785319914,0.775060899099,0.146754017953,0.330544738312,15354,0.361869075499052,0.0810928961748633,0.7976026326999708,0.40442604764152573,0.146754017953
15,GrudgerAlternator,2.67213114754,0.4362127801940448,39.0,0.073879781420765,0.2149258391881343,0.2212869410059104,0.3681811085089774,0.1956061112969778,0.914179804428,0.92241664383,0.07698728742,0.0766113396353,15354,0.4362127801940448,0.073879781420765,0.6144341490924738,0.4744349840730743,0.07698728742
