Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,Noise_Level,coop_rate,first_move_c,provocability,retaliation_rate,forgiveness_rate
127,EasyGo,1.93586908448,0.7512507549709188,11.0,0.2384994744926833,0.3891684857304552,0.3620822692404635,0.1295310144431287,0.1192182305859525,0.756782574239,0.760290511772,0.725342028197,0.76108895109,16210,0.7512507549709188,0.2384994744926833,0.2510688422788553,0.23951171464838283,0.725342028197
66,Raider,2.17392746572,0.466494152839404,60.0,0.2477969116339235,0.2315864376310797,0.2349077152083243,0.2366358258074026,0.2968700213531932,0.7255673749,0.261121172021,0.693379169368,0.271307870827,16210,0.466494152839404,0.2477969116339235,0.29070028939555725,0.733192005676867,0.693379169368
104,Grofman,2.10747456877,0.5788266919671095,39.0,0.7553561322661493,0.2914015351471657,0.2874251568199437,0.2027845943131072,0.2183887137197833,0.760923995141,0.38585887996,0.406925258958,0.743415136077,16210,0.5788266919671095,0.7553561322661493,0.38433603104108466,0.4597636792384431,0.406925258958
19,"DoubleCrosser: ('D', 'D')",2.32905793897,0.2953285728552881,106.0,0.7593984962406015,0.1397082602141025,0.1556203126411856,0.3006383368287893,0.4040330903159226,0.424908558141,0.323547564225,0.275091762992,0.249928549806,16210,0.2953285728552881,0.7593984962406015,0.6773760340985708,0.7296005409139241,0.275091762992
42,Inverse,2.22816231756,0.3926098452963528,88.0,0.7665939041151265,0.191955814583898,0.2006540307124547,0.2609179495227631,0.3464722051808839,0.596123149107,0.238783279536,0.542415472074,0.238701272685,16210,0.3926098452963528,0.7665939041151265,0.4348199040696922,0.7612686519793285,0.542415472074
60,EvolvedLookerUp2_2_2,2.18260725343,0.4636888711341922,65.0,0.7629557765381195,0.2160881330460877,0.2476007380881045,0.2493811616327345,0.286929967233073,0.486466727824,0.406032471266,0.372629171073,0.580057835163,16210,0.4636888711341922,0.7629557765381195,0.5745232074188505,0.5005527043588744,0.372629171073
12,Defector,2.33292790801,0.239146847193886,115.0,0.2427843803056027,0.1000063013320778,0.1391405458618083,0.3182790943202407,0.4425740584858731,0.239112033543,0.23824052029,0.238130668572,0.240472030479,16210,0.239146847193886,0.2427843803056027,0.7616347005228176,0.760061725324057,0.238130668572
109,Slow Tit For Two Tats,2.0811587793,0.6182361739262768,17.0,0.760287816314981,0.3340264798618939,0.2842096940643829,0.1744755627208438,0.2072882633528794,0.760594142291,0.552570790146,0.75903686276,0.416976536084,16210,0.6182361739262768,0.760287816314981,0.23994018638367914,0.5046158105732361,0.75903686276
100,Firm But Fair,2.11869747899,0.5766741331507136,37.0,0.7663513622766593,0.2946835780152468,0.2819905551354669,0.2032215263015222,0.220104340547764,0.761386978185,0.237974142853,0.760985255838,0.586291327,16210,0.5766741331507136,0.7663513622766593,0.2387769860479411,0.6093333586227813,0.760985255838
101,Dynamic Two Tits For Tat,2.11764705882,0.5564575575561295,30.0,0.758347481607244,0.29261186647834,0.2638456910777894,0.1983736618586314,0.2451687805852392,0.646071238958,0.49213131775,0.600980163022,0.477689774404,16210,0.5564575575561295,0.758347481607244,0.37214697997987245,0.5148245072196517,0.600980163022
