Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,Noise_Level,coop_rate,first_move_c,provocability,retaliation_rate,forgiveness_rate
0,Defector Hunter,2.8013478819,0.2664975128369705,34.0,0.2579495614035088,0.147839109970047,0.1186584028669234,0.4062867725716731,0.3272157145913564,0.266640403861,0.270279650256,0.264456561536,0.266894956927,2282,0.2664975128369705,0.2579495614035088,0.7349607959349017,0.732204290396655,0.264456561536
1,Cooperator Hunter,2.79958279846,0.2657787762088147,35.0,0.2804276315789473,0.1468462505348737,0.1189325256739409,0.4065308087291399,0.3276904150620454,0.266834403408,0.263996958753,0.266134604743,0.264860013944,2282,0.2657787762088147,0.2804276315789473,0.7336796940097867,0.7353698115403167,0.266134604743
2,Eventual Cycle Hunter,2.7878690629,0.2707029578519469,34.0,0.2678179824561403,0.1497813703465982,0.1209215875053487,0.403358338682071,0.325938703465982,0.277333244233,0.282711848651,0.267524553984,0.267928985954,2282,0.2707029578519469,0.2678179824561403,0.7298194098594557,0.7280707319414764,0.267524553984
3,Fool Me Forever,2.78514120668,0.2742297817715019,34.0,0.7308114035087719,0.1504466195977749,0.1237831621737269,0.4019776957637997,0.3237925224646983,0.290521876834,0.260834920105,0.266745628753,0.263796194388,2282,0.2742297817715019,0.7308114035087719,0.7267791744625078,0.7370227864176923,0.266745628753
4,EasyGo,2.78498074454,0.2750320924261874,34.0,0.721765350877193,0.1511218977321352,0.1239101946940522,0.4004365907145913,0.3245313168592212,0.290255612591,0.268579235101,0.268238684593,0.263235743212,2282,0.2750320924261874,0.721765350877193,0.7257288818374259,0.7352877808078466,0.268238684593
5,Hesitant QLearner,2.7609114249,0.2879492939666239,34.0,0.2957785087719298,0.1588875962772785,0.1290616976893452,0.3924134841677364,0.3196372218656396,0.290524027604,0.28962899834,0.287199827943,0.285270431294,2282,0.2879492939666239,0.2957785087719298,0.7118421218872893,0.7134758904867444,0.287199827943
6,$\phi$,2.72881899872,0.3060681429182713,32.0,0.2724780701754385,0.1710660034231921,0.1350021394950792,0.3802751925545571,0.3136566645271715,0.361047845946,0.349803047718,0.284927223968,0.277666287275,2282,0.3060681429182713,0.2724780701754385,0.6914546414270364,0.7006276480969537,0.284927223968
7,AntiCycler,2.66254813864,0.33835446084724,31.0,0.2757675438596491,0.1839932338468121,0.1543612270004279,0.3619825096277279,0.2996630295250321,0.325607767025,0.335275364485,0.343267536419,0.348493067021,2282,0.33835446084724,0.2757675438596491,0.6626837867279092,0.6560007474663526,0.343267536419
8,Hopeless,2.60205391528,0.3559451219512195,32.0,0.5076754385964912,0.1915282680787334,0.1644168538724861,0.3456822314933675,0.2983726465554129,0.732416964776,0.263096455067,0.264966401691,0.266142101183,2282,0.3559451219512195,0.5076754385964912,0.5683764000014254,0.7349399362269643,0.264966401691
9,Hard Tit For 2 Tats,2.46983311938,0.4282232830551989,25.0,0.2749451754385965,0.2065548780487805,0.2216684050064185,0.3188415971330765,0.2529351198117244,0.441583554374,0.525703792479,0.319614780559,0.468707656505,2282,0.4282232830551989,0.2749451754385965,0.6324342978205296,0.5046717182947833,0.319614780559
